,Worldwide Gross,Production Budget,Runtime,Wknd 1 # Theaters,Critic Rate,Audience Rate,genre_Adventure,genre_Black Comedy,genre_Comedy,genre_Concert/Performance,genre_Documentary,genre_Drama,genre_Horror,genre_Musical,genre_Romantic Comedy,genre_Thriller/Suspense,genre_Western,mpaa_NC-17,mpaa_PG,mpaa_PG-13,mpaa_R,release_season_Spring,release_season_Summer,release_season_Winter
956,121032272,40000000,138.0,2465.0,65,79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
957,146300356,40000000,104.0,2955.0,62,68,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
958,92111551,40000000,95.0,3018.0,46,65,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
959,65282732,40000000,132.0,2905.0,52,62,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
960,45916769,40000000,137.0,2317.0,82,77,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
961,58250151,40000000,152.0,322.0,76,79,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
962,86760995,40000000,115.0,3158.0,33,41,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
963,155011165,40000000,95.0,3155.0,62,52,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
964,126069509,40000000,95.0,3062.0,17,33,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
965,101162106,40000000,105.0,2802.0,71,62,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
966,41294674,40000000,95.0,2431.0,38,39,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
967,72295262,40000000,107.0,2614.0,27,67,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
968,51867723,40000000,94.0,2618.0,12,34,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
969,47787943,40000000,110.0,3276.0,26,44,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
970,49686263,40000000,102.0,3056.0,25,44,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
971,55247881,40000000,129.0,6.0,46,61,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
972,59795070,40000000,110.0,2518.0,56,51,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
973,69807260,40000000,113.0,2838.0,29,46,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
974,91126600,40000000,98.0,2816.0,9,30,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
975,24172899,40000000,128.0,1764.0,17,52,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
976,22433915,40000000,108.0,2575.0,48,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
977,47085064,40000000,88.0,4.0,92,84,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
978,169590606,40000000,114.0,15.0,81,84,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
979,14942422,40000000,138.0,1623.0,68,38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
980,14448589,40000000,104.0,2604.0,28,44,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
981,39753957,40000000,109.0,2754.0,38,42,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
982,35195939,40000000,106.0,2215.0,49,51,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
983,12345883,40000000,103.0,2044.0,45,57,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
984,13644292,40000000,115.0,2816.0,17,32,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
985,10070651,40000000,88.0,2189.0,35,40,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
986,16173593,40000000,146.0,2459.0,6,35,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
987,26738000,40000000,160.0,236.0,83,88,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
988,33175076,40000000,110.0,2797.0,24,35,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
989,88069880,40000000,126.0,8.0,95,72,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
990,102332135,39000000,107.0,2988.0,38,59,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
991,81150788,39000000,87.0,3005.0,87,70,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
992,206512310,38000000,107.0,2628.0,53,74,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
993,182365114,38000000,109.0,3293.0,38,78,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
994,205298907,38000000,95.0,2882.0,13,60,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
995,107597242,38000000,94.0,3633.0,5,34,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
996,61894591,38000000,97.0,2152.0,43,48,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
997,116809717,38000000,120.0,2817.0,60,70,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
998,105887837,38000000,113.0,3150.0,28,61,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
999,73956241,38000000,146.0,11.0,83,87,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1000,94763758,38000000,119.0,3107.0,58,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1001,57753825,38000000,123.0,2750.0,53,51,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1002,110678636,38000000,112.0,2908.0,16,39,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1003,98230839,38000000,123.0,5.0,89,88,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1004,58394308,38000000,132.0,1586.0,41,57,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
1005,19317765,38000000,106.0,2525.0,52,59,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1006,27501814,38000000,102.0,2996.0,35,42,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1007,10229300,38000000,129.0,1524.0,60,65,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1008,120925697,37500000,109.0,3021.0,22,47,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
1009,58792011,37500000,136.0,5.0,85,61,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1010,402280159,37000000,121.0,3419.0,48,72,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1011,267816276,37000000,100.0,3260.0,47,72,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1012,173567581,37000000,133.0,3284.0,94,89,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1013,152566881,37000000,123.0,2861.0,94,85,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1014,96068724,37000000,112.0,3507.0,81,80,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1015,168167798,37000000,97.0,2651.0,78,64,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1016,101857425,37000000,96.0,3513.0,51,46,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1017,99595932,37000000,110.0,3343.0,49,48,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1018,55909910,37000000,107.0,3150.0,19,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1019,97143987,37000000,114.0,2985.0,20,41,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1020,48446802,37000000,189.0,7.0,84,89,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1021,24935799,37000000,105.0,2815.0,19,28,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1022,193737977,36000000,84.0,2994.0,55,54,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1023,102226631,36000000,118.0,2466.0,23,78,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1024,57824533,36000000,107.0,3656.0,67,72,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1025,43797731,36000000,109.0,2459.0,11,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1026,23360779,36000000,104.0,2204.0,25,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1027,14378353,36000000,127.0,3.0,40,68,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1028,4020990,36000000,120.0,259.0,11,54,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1029,465764086,35000000,100.0,3269.0,79,84,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1030,305705794,35000000,128.0,3110.0,66,85,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1031,411348924,35000000,121.0,2194.0,72,84,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1032,310332636,35000000,95.0,3312.0,51,71,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1033,252276928,35000000,110.0,3047.0,96,85,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1034,319700000,35000000,118.0,3200.0,56,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1035,245300000,35000000,98.0,2638.0,60,78,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1036,175361578,35000000,147.0,3141.0,19,53,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1037,326073155,35000000,109.0,2847.0,76,76,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1038,212417601,35000000,98.0,3040.0,68,70,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1039,197692062,35000000,89.0,3104.0,93,46,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1040,140561831,35000000,122.0,3158.0,85,67,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1041,114962525,35000000,125.0,15.0,78,84,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1042,157852532,35000000,122.0,2648.0,36,66,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
1043,218535708,35000000,98.0,3215.0,27,65,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
1044,182291969,35000000,128.0,924.0,76,77,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1045,231716374,35000000,161.0,10.0,84,83,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1046,90221182,35000000,134.0,2913.0,51,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1047,83109359,35000000,100.0,2905.0,73,57,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1048,117729621,35000000,94.0,3332.0,15,43,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
1049,85911226,35000000,108.0,2411.0,46,57,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
1050,60376247,35000000,123.0,3072.0,63,76,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1051,56968169,35000000,132.0,3101.0,33,55,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1052,146595891,35000000,109.0,2926.0,70,65,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1053,104444374,35000000,92.0,3384.0,62,49,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1054,96096018,35000000,86.0,3110.0,34,60,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1055,53293628,35000000,111.0,3074.0,36,79,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1056,58894863,35000000,98.0,2505.0,35,50,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1057,70187088,35000000,91.0,2604.0,7,53,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1058,65303052,35000000,126.0,1503.0,87,89,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1059,103787401,35000000,101.0,2528.0,33,68,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
1060,77392139,35000000,104.0,1583.0,55,43,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1061,65084116,35000000,103.0,2904.0,15,48,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
1062,165103952,35000000,109.0,3122.0,36,51,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1063,75281179,35000000,104.0,3280.0,18,45,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
1064,84606030,35000000,137.0,1910.0,43,44,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1065,53425292,35000000,106.0,1918.0,52,33,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1066,45680201,35000000,87.0,3003.0,7,35,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1067,50363790,35000000,121.0,2841.0,61,75,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1068,115476509,35000000,104.0,476.0,68,81,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1069,68712365,35000000,121.0,2305.0,57,66,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1070,97799865,35000000,109.0,2784.0,75,55,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1071,86648359,35000000,106.0,3118.0,4,42,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1072,35426759,35000000,102.0,2539.0,11,47,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1073,37066129,35000000,102.0,1520.0,41,48,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1074,25078937,35000000,120.0,824.0,47,65,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1075,28391473,35000000,132.0,1066.0,52,60,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1076,24888742,35000000,111.0,2374.0,68,56,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1077,22913677,35000000,96.0,1931.0,50,57,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1078,81967450,35000000,96.0,3261.0,8,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1079,31393201,35000000,91.0,2255.0,75,60,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
1080,34480045,35000000,108.0,2620.0,28,41,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
1081,33422485,35000000,112.0,1253.0,81,83,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1082,20606053,35000000,96.0,2650.0,74,57,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1083,48543388,35000000,108.0,2224.0,41,48,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
1084,41666476,35000000,98.0,2034.0,60,57,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1085,15471969,35000000,119.0,2352.0,26,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1086,63211088,35000000,88.0,2215.0,27,47,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1087,61721826,35000000,138.0,4.0,84,60,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1088,31878891,35000000,100.0,20.0,76,74,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1089,18376443,35000000,110.0,2486.0,20,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1090,12819501,35000000,91.0,2777.0,11,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1091,15461638,35000000,96.0,1472.0,51,74,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1092,61173364,35000000,124.0,448.0,84,78,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1093,27480015,35000000,146.0,4.0,59,68,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1094,42064105,35000000,118.0,2066.0,26,65,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1095,28748384,35000000,82.0,2235.0,37,43,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1096,24687524,35000000,138.0,59.0,64,74,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1097,4651977,35000000,113.0,940.0,32,73,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1098,2221994,35000000,121.0,8.0,52,58,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
1099,17967746,35000000,96.0,141.0,16,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1100,62831715,34800000,89.0,2324.0,12,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1101,348319861,34000000,113.0,3604.0,65,68,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1102,63802928,34000000,128.0,3366.0,29,71,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1103,205312666,34000000,101.0,927.0,92,83,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1104,10672566,34000000,109.0,2209.0,16,33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
1105,10392666,34000000,85.0,10.0,71,53,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1106,236500000,33000000,138.0,1925.0,81,89,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1107,173559438,33000000,98.0,2802.0,30,57,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1108,75896945,33000000,98.0,2982.0,36,60,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1109,165552290,33000000,97.0,2567.0,42,68,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1110,62020814,33000000,106.0,3555.0,69,49,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
1111,54533774,33000000,124.0,2649.0,29,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1112,41495213,33000000,95.0,2266.0,57,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1113,27610873,33000000,121.0,1007.0,44,77,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1114,289527030,32500000,120.0,2918.0,90,76,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1115,113019290,32500000,122.0,8.0,61,79,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1116,48425971,32500000,90.0,2633.0,7,41,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
1117,24159934,32500000,98.0,2002.0,60,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1118,220236410,32000000,97.0,3337.0,84,78,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1119,152036382,32000000,123.0,1637.0,50,59,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1120,126539117,32000000,106.0,3055.0,83,71,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1121,99296462,32000000,90.0,3070.0,40,54,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1122,70587268,32000000,107.0,2206.0,28,62,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1123,140428499,32000000,93.0,2961.0,92,81,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
1124,89441732,32000000,103.0,2899.0,21,63,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1125,82339483,32000000,128.0,2092.0,41,81,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1126,82332450,32000000,107.0,2821.0,5,58,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1127,36299670,32000000,125.0,1132.0,70,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1128,77593167,32000000,95.0,2759.0,8,56,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
1129,94875000,32000000,116.0,325.0,32,48,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1130,27392609,32000000,100.0,3160.0,36,33,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1131,18552460,32000000,103.0,2158.0,56,53,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1132,43603990,32000000,109.0,3030.0,53,52,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1133,2899970,32000000,134.0,8.0,65,71,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1134,36123895,31500000,113.0,2683.0,30,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1135,160558438,31000000,138.0,1884.0,78,75,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1136,164350409,31000000,100.0,4.0,92,86,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1137,100655892,31000000,98.0,3411.0,26,46,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1138,53208180,31000000,105.0,1479.0,91,53,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
1139,364545516,30000000,80.0,2457.0,100,92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1140,306776732,30000000,113.0,77.0,86,83,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1141,228641283,30000000,95.0,3027.0,40,74,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1142,286500000,30000000,110.0,3063.0,52,68,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1143,197618160,30000000,104.0,2958.0,29,63,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1144,283200000,30000000,115.0,2138.0,93,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1145,200500000,30000000,134.0,1225.0,86,89,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1146,177025498,30000000,132.0,2933.0,71,78,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1147,136706683,30000000,113.0,1865.0,73,93,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1148,212453431,30000000,111.0,3049.0,90,82,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
1149,167791704,30000000,92.0,2694.0,70,76,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1150,191502246,30000000,99.0,2411.0,60,66,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1151,212400000,30000000,90.0,2652.0,33,72,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1152,165334774,30000000,115.0,2537.0,47,68,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1153,176885658,30000000,111.0,2518.0,69,62,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1154,181489203,30000000,103.0,1922.0,39,68,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1155,232016402,30000000,132.0,8.0,91,90,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1156,328125643,30000000,126.0,2441.0,80,95,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1157,156822020,30000000,137.0,13.0,87,89,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1158,106030660,30000000,117.0,2962.0,60,53,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1159,142051255,30000000,88.0,3212.0,68,77,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1160,166842739,30000000,109.0,15.0,91,79,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1161,169173206,30000000,102.0,3118.0,43,66,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1162,160247805,30000000,111.0,3057.0,41,57,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
1163,92494381,30000000,109.0,2533.0,53,80,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
1164,160502573,30000000,133.0,6.0,56,87,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1165,170466405,30000000,119.0,2992.0,93,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1166,115121608,30000000,97.0,3009.0,80,73,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
1167,107054484,30000000,124.0,6.0,85,74,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1168,122529966,30000000,86.0,3427.0,10,44,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1169,246100000,30000000,91.0,1591.0,97,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1170,133085295,30000000,100.0,2361.0,75,56,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1171,105173042,30000000,112.0,2798.0,85,76,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1172,64170447,30000000,99.0,2543.0,64,55,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1173,81529000,30000000,115.0,2367.0,24,72,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1174,96439723,30000000,98.0,3438.0,64,71,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1175,162942835,30000000,94.0,6.0,93,83,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
1176,197593152,30000000,85.0,3645.0,95,79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1177,155769678,30000000,126.0,2454.0,88,85,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
1178,114770654,30000000,76.0,5.0,83,77,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1179,82148538,30000000,105.0,2968.0,40,61,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1180,83282296,30000000,124.0,2249.0,55,87,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
1181,89825208,30000000,124.0,2772.0,61,76,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
1182,78571737,30000000,121.0,6.0,94,85,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1183,45892212,30000000,125.0,1610.0,52,55,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1184,54052249,30000000,92.0,3477.0,51,48,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1185,69057415,30000000,112.0,2991.0,55,67,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1186,165889117,30000000,97.0,2435.0,46,64,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
